album,album_type,track_number,id_track,name,popularity,explicit,duration_ms,release_date,artists
"A Banda de Forró Mais Gostosa do Brasil, Vol. 1",album,1,3h4jxqEQQbiucjTSO6VXgc,Quero Te Amar,6,False,179565,1996-01-01,['Calcinha Preta']
"A Banda de Forró Mais Gostosa do Brasil, Vol. 1",album,2,1tlC66SOd4m7VIs29TCP3S,O Colecionador,3,False,205061,1996-01-01,['Calcinha Preta']
"A Banda de Forró Mais Gostosa do Brasil, Vol. 1",album,3,1bT9yaSZoKQBe8V2nZpQhQ,É Só Querer,3,False,175046,1996-01-01,['Calcinha Preta']
"A Banda de Forró Mais Gostosa do Brasil, Vol. 1",album,4,7MeRjBCOuNO2KzSKW0nyIi,Ainda Te Amo,4,False,219924,1996-01-01,['Calcinha Preta']
"A Banda de Forró Mais Gostosa do Brasil, Vol. 1",album,5,7lbY54KTFQSMZCvJQcEhJp,Lembrança,3,False,209214,1996-01-01,['Calcinha Preta']
"A Banda de Forró Mais Gostosa do Brasil, Vol. 1",album,6,6STdXzU1Lr2ZNStpQkwIMj,Dor Traiçoeira,2,False,171702,1996-01-01,['Calcinha Preta']
"A Banda de Forró Mais Gostosa do Brasil, Vol. 1",album,7,1KBYvF3p96siktT6KpjARy,Calcinha Preta,3,False,204512,1996-01-01,['Calcinha Preta']
"A Banda de Forró Mais Gostosa do Brasil, Vol. 1",album,8,1a0HQtzUyKUlPlS8nFszVe,Amor Primeiro,2,False,153443,1996-01-01,['Calcinha Preta']
"A Banda de Forró Mais Gostosa do Brasil, Vol. 1",album,9,0QIU3jjhV8yKmXYp7uydxs,Filha de Vaqueiro,2,False,156055,1996-01-01,['Calcinha Preta']
"A Banda de Forró Mais Gostosa do Brasil, Vol. 1",album,10,3nRJIYGcQwByfqVkfiqOnT,Minha Neguinha,1,False,176143,1996-01-01,['Calcinha Preta']
"Cp 25 Anos, Pt. 3 (Ao Vivo)",single,1,5NPTV5nMKGBL6SUO94Ural,Desilusão - Ao Vivo,25,False,209493,2020-09-04,['Calcinha Preta']
"Cp 25 Anos, Pt. 3 (Ao Vivo)",single,2,5E1lgvo3hMzoPLMPatsSh5,Sonho Lindo / Vem Me Deixar Louca - Ao Vivo,25,False,226613,2020-09-04,['Calcinha Preta']
"Cp 25 Anos, Pt. 3 (Ao Vivo)",single,3,1SBcdREKSFZkfDXijFp5cl,Balada Prime - Ao Vivo,24,False,183373,2020-09-04,['Calcinha Preta']
"Cp 25 Anos, Pt. 3 (Ao Vivo)",single,4,7oullRvxAUeg8hJ13koaT7,Só Não Me Ilude - Ao Vivo,34,False,195584,2020-09-04,['Calcinha Preta']
Agora Estou Sofrendo (Ao Vivo),single,1,18EfjSH1r9Jf6vx52eby5c,Agora Estou Sofrendo,64,False,258968,2020-08-14,"['Calcinha Preta', 'Gusttavo Lima']"
"CP 25 Anos, Pt. 2 (Ao Vivo)",single,1,3dZvILFXiC8xMutIIuTuT1,Daniela - Ao Vivo,56,False,174474,2020-07-10,"['Calcinha Preta', 'Raí Saia Rodada']"
"CP 25 Anos, Pt. 2 (Ao Vivo)",single,2,2NA2YIyTtMdBoNiXLyrCzo,Por Amor / O Que É Que Eu Vou Fazer - Ao Vivo,45,False,254389,2020-07-10,['Calcinha Preta']
"CP 25 Anos, Pt. 2 (Ao Vivo)",single,3,51yyIHNXMTdrpdk17Gdj7o,Baby Doll - Ao Vivo,43,False,200295,2020-07-10,['Calcinha Preta']
"CP 25 Anos, Pt. 2 (Ao Vivo)",single,4,2D9v6htOFH9dLfcjkRH9Yz,Eu Vim pra Te Ver / Vem Ver / A Moçada É Só Filé - Ao Vivo,40,False,238144,2020-07-10,['Calcinha Preta']
Conta de Luz (Ao Vivo),single,1,5CgqWKoMzbugofFOjnhcFS,Conta de Luz - Ao Vivo,55,False,160149,2020-06-19,"['Calcinha Preta', 'Wesley Safadão']"
"CP 25 Anos, Pt. 1 (Ao Vivo)",single,1,49h9lUseWMnzyU0W8E40mP,Um Degrau na Escada - Ao Vivo,64,False,251061,2020-05-13,"['Calcinha Preta', 'Gusttavo Lima']"
"CP 25 Anos, Pt. 1 (Ao Vivo)",single,2,6SsRvDjYAmizqhzm2h5Hox,Hoje à Noite - Ao Vivo,48,False,218925,2020-05-13,['Calcinha Preta']
"CP 25 Anos, Pt. 1 (Ao Vivo)",single,3,1TRrJ4iLBt5V8f8Lf2XjGN,Cobertor / Onde o Sonho Mora - Ao Vivo,44,False,204812,2020-05-13,['Calcinha Preta']
"CP 25 Anos, Pt. 1 (Ao Vivo)",single,4,4giMw1LNsqoG52hm60f413,Você Não Vale Nada - Ao Vivo,44,False,241461,2020-05-13,['Calcinha Preta']
"CP 25 Anos, Pt. 1 (Ao Vivo)",single,5,62u1dbhEuBAWyZnl0n7Ue8,Tchau pro Seu Amor - Ao Vivo,38,False,129000,2020-05-13,"['Calcinha Preta', 'MC JottaPê']"
"CP 25 Anos, Pt. 1 (Ao Vivo)",single,6,2RNoUrbJnE8dirMbJCLYjF,Mágica / E o Vento Levou - Ao Vivo,46,False,278314,2020-05-13,['Calcinha Preta']
Tchau pro Seu Amor (Ao Vivo),single,1,24gHMEGrPZYzKI0SBow7ML,Tchau pro Seu Amor - Ao Vivo,48,False,130415,2020-02-21,"['Calcinha Preta', 'MC JottaPê']"
Não Tem Explicação,single,1,6EdJoVAV8auGT8r5pjOMaJ,Não Tem Explicação,21,False,228187,2019-09-27,['Calcinha Preta']
Amor de Mentira,single,1,2gAjv9SiCBh19BvHyflu9I,Amor de Mentira,38,False,157300,2019-03-25,['Calcinha Preta']
"Flores, Versos e Poemas",single,1,24aEyOxim74BDaEaVqCWvE,"Flores, Versos e Poemas",25,False,207596,2018-05-04,['Calcinha Preta']
Eu Vim do Futuro - Single,single,1,2byBq8jQBZjMznKwGGHdIG,Eu Vim do Futuro,6,False,195213,2017-06-13,['Calcinha Preta']
Homem de Rua,single,1,6oexqeMeqlRzGFk8o2HMEi,Homem de Rua,7,False,210181,2017-06-13,['Calcinha Preta']
Alô Amor,single,1,3JfTQvCbF9CN5NqOVtIPMS,Alô Amor,12,False,182334,2016-03-18,['Calcinha Preta']
Parada Meio Louca,single,1,29bixWjeFxI05LgYo39Hdk,Parada Meio Louca,8,False,201456,2013-09-13,"['Calcinha Preta', 'Grupo Revelação']"
"Dói, Dói",single,1,1WctsG7rIBeNYumsPXY7Ts,"Dói, Dói",3,False,196032,2013-04-21,"['Calcinha Preta', 'Mano Walter']"
